username,selectedThemes
Karen Miles,"['15_Music/Art', '7_IoT', '9_Cybersecurity', '13_Social Good', '17_Low/No Code', '20_E-commerce/Retail', '10_Communication', '2_DevOps', '12_Lifehacks', '26_Mobile']"
Martha Clark,"['15_Music/Art', '28_Databases', '12_Lifehacks', '8_Voice skills', '4_Gaming', '10_Communication', '21_Enterprise', '17_Low/No Code', '3_Fintech', '26_Mobile', '27_Robotic Process Automation', '5_AR/VR', '18_Design', '20_E-commerce/Retail', '9_Cybersecurity', '1_Blockchain', '7_IoT', '6_Machine Learning/AI', '22_Open Ended', '16_Health', '25_Web', '19_Education', '23_Beginner Friendly', '14_COVID-19', '13_Social Good', '2_DevOps', '24_Quantum', '11_Productivity']"
Russell Turner,"['8_Voice skills', '9_Cybersecurity', '11_Productivity', '18_Design', '1_Blockchain', '21_Enterprise', '20_E-commerce/Retail', '25_Web', '23_Beginner Friendly', '15_Music/Art', '7_IoT', '22_Open Ended', '24_Quantum', '10_Communication', '17_Low/No Code', '5_AR/VR', '4_Gaming']"
Matthew Rice,"['18_Design', '10_Communication', '6_Machine Learning/AI', '14_COVID-19', '15_Music/Art', '4_Gaming', '22_Open Ended', '20_E-commerce/Retail', '7_IoT', '25_Web', '5_AR/VR', '26_Mobile', '11_Productivity', '2_DevOps', '19_Education', '27_Robotic Process Automation', '8_Voice skills', '3_Fintech', '17_Low/No Code', '24_Quantum', '1_Blockchain', '16_Health', '12_Lifehacks', '9_Cybersecurity', '21_Enterprise', '28_Databases', '23_Beginner Friendly']"
Kayla Robinson,"['24_Quantum', '2_DevOps', '23_Beginner Friendly', '8_Voice skills', '14_COVID-19', '9_Cybersecurity', '15_Music/Art', '16_Health', '3_Fintech', '7_IoT']"
Allison Mendoza,"['26_Mobile', '27_Robotic Process Automation', '13_Social Good', '8_Voice skills', '17_Low/No Code', '5_AR/VR', '15_Music/Art', '14_COVID-19', '19_Education', '21_Enterprise']"
Justin Young,"['22_Open Ended', '20_E-commerce/Retail', '15_Music/Art', '17_Low/No Code', '2_DevOps', '19_Education', '27_Robotic Process Automation', '3_Fintech', '1_Blockchain', '24_Quantum', '6_Machine Learning/AI', '11_Productivity', '9_Cybersecurity', '23_Beginner Friendly', '16_Health', '12_Lifehacks', '8_Voice skills', '21_Enterprise', '18_Design', '25_Web', '10_Communication', '26_Mobile', '5_AR/VR']"
Stephanie Johnson,"['27_Robotic Process Automation', '1_Blockchain', '26_Mobile', '24_Quantum', '17_Low/No Code', '6_Machine Learning/AI', '20_E-commerce/Retail', '10_Communication']"
Sydney Fleming,"['8_Voice skills', '24_Quantum', '18_Design', '17_Low/No Code']"
Martin Brown,"['27_Robotic Process Automation', '21_Enterprise', '2_DevOps', '7_IoT', '1_Blockchain', '8_Voice skills', '15_Music/Art', '3_Fintech', '13_Social Good', '28_Databases', '4_Gaming', '25_Web', '18_Design']"
Matthew Maldonado,"['28_Databases', '27_Robotic Process Automation', '26_Mobile', '20_E-commerce/Retail', '13_Social Good', '14_COVID-19', '6_Machine Learning/AI', '2_DevOps', '18_Design', '4_Gaming', '24_Quantum', '10_Communication', '19_Education', '11_Productivity', '9_Cybersecurity', '16_Health', '17_Low/No Code']"
Kevin Rich,"['10_Communication', '8_Voice skills', '18_Design', '20_E-commerce/Retail', '2_DevOps', '3_Fintech', '25_Web', '17_Low/No Code', '13_Social Good', '24_Quantum', '11_Productivity', '27_Robotic Process Automation', '9_Cybersecurity', '28_Databases', '19_Education', '12_Lifehacks', '23_Beginner Friendly', '1_Blockchain', '14_COVID-19', '7_IoT', '15_Music/Art', '22_Open Ended', '16_Health', '26_Mobile']"
Maria Robinson,"['19_Education', '27_Robotic Process Automation', '18_Design', '9_Cybersecurity', '24_Quantum', '8_Voice skills', '13_Social Good', '25_Web', '6_Machine Learning/AI', '28_Databases', '21_Enterprise', '1_Blockchain', '4_Gaming', '26_Mobile']"
Brittany Davenport,"['9_Cybersecurity', '16_Health', '28_Databases', '8_Voice skills', '24_Quantum', '17_Low/No Code', '25_Web', '21_Enterprise', '23_Beginner Friendly', '3_Fintech', '1_Blockchain', '19_Education', '27_Robotic Process Automation', '13_Social Good', '20_E-commerce/Retail', '10_Communication', '22_Open Ended', '15_Music/Art', '6_Machine Learning/AI', '14_COVID-19', '4_Gaming', '18_Design', '12_Lifehacks']"
Robert Johnson,"['19_Education', '26_Mobile', '18_Design', '6_Machine Learning/AI', '25_Web', '3_Fintech', '2_DevOps', '11_Productivity', '9_Cybersecurity', '4_Gaming', '27_Robotic Process Automation', '23_Beginner Friendly', '17_Low/No Code', '10_Communication', '20_E-commerce/Retail', '12_Lifehacks', '1_Blockchain', '14_COVID-19', '28_Databases', '16_Health']"
Felicia Turner,"['9_Cybersecurity', '13_Social Good', '12_Lifehacks', '14_COVID-19', '18_Design', '15_Music/Art', '21_Enterprise']"
Dana Irwin,"['13_Social Good', '3_Fintech', '23_Beginner Friendly', '20_E-commerce/Retail', '26_Mobile', '12_Lifehacks', '18_Design', '16_Health', '15_Music/Art', '5_AR/VR', '6_Machine Learning/AI', '8_Voice skills', '14_COVID-19', '17_Low/No Code', '11_Productivity', '19_Education', '1_Blockchain', '28_Databases', '25_Web', '2_DevOps', '24_Quantum', '7_IoT', '9_Cybersecurity', '21_Enterprise']"
Joshua Gregory,"['17_Low/No Code', '12_Lifehacks', '10_Communication', '21_Enterprise', '15_Music/Art', '24_Quantum', '28_Databases', '20_E-commerce/Retail', '2_DevOps', '1_Blockchain', '3_Fintech', '8_Voice skills', '11_Productivity', '18_Design', '19_Education', '27_Robotic Process Automation', '13_Social Good', '22_Open Ended', '6_Machine Learning/AI', '7_IoT', '4_Gaming', '25_Web', '5_AR/VR', '9_Cybersecurity', '16_Health', '23_Beginner Friendly', '26_Mobile']"
Thomas Deleon,"['24_Quantum', '12_Lifehacks', '16_Health', '14_COVID-19', '7_IoT', '1_Blockchain', '27_Robotic Process Automation', '11_Productivity', '5_AR/VR', '9_Cybersecurity', '28_Databases', '25_Web', '6_Machine Learning/AI', '2_DevOps', '23_Beginner Friendly', '20_E-commerce/Retail']"
Jeremiah Castro,"['26_Mobile', '13_Social Good', '22_Open Ended']"
Raymond Stevenson,"['18_Design', '3_Fintech', '4_Gaming', '26_Mobile', '17_Low/No Code', '20_E-commerce/Retail', '14_COVID-19', '25_Web', '6_Machine Learning/AI']"
Richard Butler,"['26_Mobile', '16_Health', '4_Gaming', '17_Low/No Code', '6_Machine Learning/AI', '25_Web', '9_Cybersecurity', '8_Voice skills', '3_Fintech', '15_Music/Art', '10_Communication', '14_COVID-19', '7_IoT', '22_Open Ended', '19_Education', '18_Design', '12_Lifehacks', '28_Databases', '11_Productivity']"
Sean Torres,"['6_Machine Learning/AI', '9_Cybersecurity', '21_Enterprise', '23_Beginner Friendly', '12_Lifehacks', '18_Design', '20_E-commerce/Retail', '27_Robotic Process Automation', '3_Fintech', '19_Education', '8_Voice skills', '15_Music/Art', '26_Mobile', '13_Social Good', '10_Communication', '25_Web', '5_AR/VR', '4_Gaming', '24_Quantum', '14_COVID-19', '2_DevOps', '28_Databases', '22_Open Ended', '1_Blockchain', '7_IoT']"
Monica Harris,"['5_AR/VR', '20_E-commerce/Retail', '1_Blockchain', '21_Enterprise', '3_Fintech', '13_Social Good', '16_Health', '15_Music/Art', '22_Open Ended', '24_Quantum', '28_Databases', '2_DevOps', '6_Machine Learning/AI', '10_Communication']"
Christopher Salazar,['6_Machine Learning/AI']
Thomas Harris,"['18_Design', '26_Mobile']"
Peter Franklin,"['22_Open Ended', '7_IoT', '14_COVID-19', '2_DevOps', '4_Gaming', '19_Education', '12_Lifehacks', '5_AR/VR', '8_Voice skills', '23_Beginner Friendly', '25_Web', '6_Machine Learning/AI', '24_Quantum', '26_Mobile', '27_Robotic Process Automation', '21_Enterprise', '10_Communication']"
Aaron Pope,"['9_Cybersecurity', '19_Education', '24_Quantum', '5_AR/VR']"
Joseph Flores,"['24_Quantum', '28_Databases', '15_Music/Art', '10_Communication', '13_Social Good', '19_Education', '1_Blockchain', '17_Low/No Code', '8_Voice skills', '22_Open Ended', '7_IoT', '11_Productivity', '25_Web', '16_Health', '6_Machine Learning/AI', '9_Cybersecurity', '14_COVID-19', '20_E-commerce/Retail', '18_Design', '12_Lifehacks', '3_Fintech', '4_Gaming']"
Steven Crawford,"['10_Communication', '8_Voice skills', '14_COVID-19', '28_Databases', '12_Lifehacks', '20_E-commerce/Retail', '24_Quantum', '13_Social Good', '4_Gaming', '18_Design', '5_AR/VR', '1_Blockchain', '19_Education', '11_Productivity', '2_DevOps', '16_Health', '6_Machine Learning/AI', '15_Music/Art', '3_Fintech']"
Samantha Powell,['11_Productivity']
Anna Williams,"['28_Databases', '5_AR/VR', '8_Voice skills', '4_Gaming']"
Veronica David,"['19_Education', '10_Communication', '25_Web', '12_Lifehacks', '15_Music/Art', '14_COVID-19', '1_Blockchain', '20_E-commerce/Retail', '7_IoT', '16_Health']"
Lauren Cole,"['9_Cybersecurity', '24_Quantum', '10_Communication', '17_Low/No Code', '26_Mobile', '7_IoT', '16_Health', '6_Machine Learning/AI', '15_Music/Art', '8_Voice skills', '12_Lifehacks', '20_E-commerce/Retail', '2_DevOps', '1_Blockchain', '4_Gaming', '21_Enterprise', '18_Design', '22_Open Ended', '3_Fintech', '23_Beginner Friendly', '5_AR/VR', '27_Robotic Process Automation', '14_COVID-19', '19_Education', '11_Productivity', '13_Social Good']"
Lisa Roy,"['22_Open Ended', '18_Design', '24_Quantum', '19_Education', '28_Databases', '12_Lifehacks', '3_Fintech', '27_Robotic Process Automation', '25_Web', '5_AR/VR', '6_Machine Learning/AI', '15_Music/Art', '21_Enterprise', '10_Communication', '4_Gaming', '2_DevOps', '26_Mobile', '7_IoT']"
Mary Parker,"['13_Social Good', '12_Lifehacks', '1_Blockchain', '26_Mobile', '2_DevOps', '10_Communication', '25_Web', '14_COVID-19', '17_Low/No Code', '21_Enterprise', '28_Databases', '23_Beginner Friendly', '18_Design', '7_IoT', '3_Fintech', '20_E-commerce/Retail', '24_Quantum', '9_Cybersecurity', '8_Voice skills', '15_Music/Art', '5_AR/VR', '16_Health', '4_Gaming', '6_Machine Learning/AI', '19_Education', '27_Robotic Process Automation', '22_Open Ended']"
Patrick Acosta Jr.,"['2_DevOps', '18_Design', '4_Gaming', '6_Machine Learning/AI', '7_IoT', '5_AR/VR', '17_Low/No Code', '28_Databases', '1_Blockchain', '11_Productivity', '16_Health', '20_E-commerce/Retail', '22_Open Ended', '15_Music/Art', '3_Fintech', '10_Communication', '12_Lifehacks', '13_Social Good', '25_Web', '19_Education']"
Daniel Gonzalez,"['24_Quantum', '16_Health', '5_AR/VR', '21_Enterprise', '17_Low/No Code', '2_DevOps', '26_Mobile', '12_Lifehacks', '22_Open Ended', '23_Beginner Friendly', '15_Music/Art', '18_Design', '28_Databases', '9_Cybersecurity', '1_Blockchain', '11_Productivity', '25_Web', '19_Education', '20_E-commerce/Retail', '27_Robotic Process Automation', '14_COVID-19', '7_IoT', '13_Social Good']"
Anthony Vazquez,"['24_Quantum', '15_Music/Art']"
Carlos Miles,"['7_IoT', '15_Music/Art', '18_Design', '21_Enterprise', '17_Low/No Code', '25_Web', '19_Education', '22_Open Ended', '3_Fintech', '27_Robotic Process Automation', '11_Productivity', '16_Health', '1_Blockchain', '10_Communication', '20_E-commerce/Retail', '8_Voice skills', '4_Gaming', '13_Social Good', '24_Quantum', '9_Cybersecurity', '23_Beginner Friendly', '14_COVID-19', '26_Mobile', '12_Lifehacks']"
Lori Dougherty,['1_Blockchain']
Erin Daniel,"['19_Education', '13_Social Good', '9_Cybersecurity', '17_Low/No Code']"
William Jones,['6_Machine Learning/AI']
Marissa Sutton,"['8_Voice skills', '9_Cybersecurity', '3_Fintech', '12_Lifehacks', '14_COVID-19', '20_E-commerce/Retail', '19_Education', '13_Social Good', '17_Low/No Code', '15_Music/Art', '28_Databases']"
Jeffrey Johnson,"['19_Education', '3_Fintech', '7_IoT', '22_Open Ended', '21_Enterprise', '11_Productivity']"
Zachary Miller,"['23_Beginner Friendly', '7_IoT', '11_Productivity', '15_Music/Art', '22_Open Ended', '13_Social Good', '17_Low/No Code', '4_Gaming', '6_Machine Learning/AI', '12_Lifehacks', '26_Mobile', '10_Communication', '5_AR/VR', '27_Robotic Process Automation', '21_Enterprise']"
Michael Gordon,"['24_Quantum', '17_Low/No Code', '19_Education', '27_Robotic Process Automation', '10_Communication', '3_Fintech', '14_COVID-19', '16_Health', '8_Voice skills', '7_IoT', '25_Web', '4_Gaming', '11_Productivity', '6_Machine Learning/AI', '5_AR/VR', '18_Design', '12_Lifehacks', '28_Databases', '26_Mobile', '15_Music/Art']"
Ryan Allison,"['19_Education', '28_Databases', '22_Open Ended', '10_Communication', '23_Beginner Friendly', '20_E-commerce/Retail', '8_Voice skills', '25_Web', '6_Machine Learning/AI', '14_COVID-19', '17_Low/No Code', '4_Gaming', '3_Fintech', '12_Lifehacks', '1_Blockchain', '11_Productivity', '9_Cybersecurity', '21_Enterprise', '7_IoT', '18_Design', '15_Music/Art', '27_Robotic Process Automation', '5_AR/VR']"
Shawn Williams,"['5_AR/VR', '17_Low/No Code', '8_Voice skills', '4_Gaming', '15_Music/Art', '22_Open Ended', '2_DevOps', '6_Machine Learning/AI', '23_Beginner Friendly', '20_E-commerce/Retail', '7_IoT', '25_Web', '18_Design', '19_Education', '16_Health', '28_Databases', '24_Quantum']"
Brian Morgan,"['26_Mobile', '23_Beginner Friendly', '14_COVID-19']"
Aaron Lewis,"['23_Beginner Friendly', '3_Fintech', '17_Low/No Code', '22_Open Ended', '12_Lifehacks', '2_DevOps', '8_Voice skills']"
Helen Walter,"['10_Communication', '20_E-commerce/Retail', '1_Blockchain', '13_Social Good', '12_Lifehacks', '28_Databases', '7_IoT', '16_Health', '15_Music/Art', '14_COVID-19', '11_Productivity', '22_Open Ended', '4_Gaming', '21_Enterprise', '9_Cybersecurity', '25_Web', '24_Quantum', '6_Machine Learning/AI', '17_Low/No Code', '8_Voice skills']"
Brian Smith,"['22_Open Ended', '19_Education']"
Preston Baker,"['16_Health', '6_Machine Learning/AI', '2_DevOps', '15_Music/Art', '21_Enterprise']"
Dustin Martinez,"['4_Gaming', '10_Communication', '17_Low/No Code', '26_Mobile', '19_Education', '15_Music/Art', '16_Health', '21_Enterprise', '18_Design', '20_E-commerce/Retail', '11_Productivity', '27_Robotic Process Automation', '23_Beginner Friendly', '25_Web', '24_Quantum', '3_Fintech', '2_DevOps', '9_Cybersecurity', '1_Blockchain', '7_IoT', '6_Machine Learning/AI', '28_Databases', '5_AR/VR', '13_Social Good', '12_Lifehacks', '22_Open Ended']"
Alexandria Jones,"['17_Low/No Code', '6_Machine Learning/AI', '5_AR/VR', '21_Enterprise', '26_Mobile', '27_Robotic Process Automation', '2_DevOps', '14_COVID-19', '9_Cybersecurity', '25_Web', '7_IoT', '11_Productivity']"
Caroline Holt,"['1_Blockchain', '4_Gaming', '16_Health', '15_Music/Art', '19_Education', '2_DevOps', '6_Machine Learning/AI', '13_Social Good', '20_E-commerce/Retail', '5_AR/VR', '17_Low/No Code', '10_Communication', '25_Web', '14_COVID-19', '18_Design', '23_Beginner Friendly', '9_Cybersecurity', '12_Lifehacks', '21_Enterprise', '3_Fintech', '8_Voice skills', '7_IoT']"
John Mcgrath,"['26_Mobile', '18_Design', '20_E-commerce/Retail', '3_Fintech', '25_Web', '12_Lifehacks', '28_Databases', '4_Gaming', '9_Cybersecurity', '17_Low/No Code', '11_Productivity', '19_Education', '6_Machine Learning/AI', '15_Music/Art']"
Danielle Duncan,"['27_Robotic Process Automation', '4_Gaming', '14_COVID-19', '3_Fintech', '7_IoT', '22_Open Ended']"
Sheila Johnson,"['18_Design', '3_Fintech', '15_Music/Art', '4_Gaming', '17_Low/No Code', '5_AR/VR', '14_COVID-19', '24_Quantum', '9_Cybersecurity', '6_Machine Learning/AI', '16_Health', '8_Voice skills', '23_Beginner Friendly', '12_Lifehacks', '10_Communication', '26_Mobile', '28_Databases', '21_Enterprise', '7_IoT', '1_Blockchain', '20_E-commerce/Retail', '13_Social Good', '19_Education', '22_Open Ended']"
Victor Bell,"['17_Low/No Code', '8_Voice skills', '5_AR/VR', '18_Design', '21_Enterprise', '10_Communication']"
Emily May,"['14_COVID-19', '20_E-commerce/Retail', '19_Education', '7_IoT']"
Nathan Li,"['24_Quantum', '17_Low/No Code', '22_Open Ended', '6_Machine Learning/AI', '7_IoT', '8_Voice skills', '2_DevOps', '11_Productivity', '15_Music/Art', '21_Enterprise', '23_Beginner Friendly']"
Chase Snyder,"['21_Enterprise', '15_Music/Art']"
Nancy Baker,"['17_Low/No Code', '25_Web', '6_Machine Learning/AI', '14_COVID-19', '23_Beginner Friendly', '15_Music/Art', '28_Databases', '27_Robotic Process Automation', '13_Social Good', '24_Quantum', '7_IoT', '3_Fintech', '11_Productivity', '10_Communication', '8_Voice skills', '21_Enterprise', '5_AR/VR', '26_Mobile', '22_Open Ended', '18_Design', '12_Lifehacks', '2_DevOps', '4_Gaming', '1_Blockchain', '20_E-commerce/Retail', '9_Cybersecurity', '19_Education']"
Kyle Conley,"['21_Enterprise', '28_Databases', '12_Lifehacks', '5_AR/VR', '1_Blockchain', '17_Low/No Code', '26_Mobile', '18_Design', '8_Voice skills', '4_Gaming', '2_DevOps', '19_Education', '6_Machine Learning/AI', '23_Beginner Friendly', '25_Web', '13_Social Good', '9_Cybersecurity', '14_COVID-19']"
Christopher Avila,"['9_Cybersecurity', '1_Blockchain', '11_Productivity', '5_AR/VR', '18_Design', '7_IoT', '17_Low/No Code', '3_Fintech', '8_Voice skills', '15_Music/Art', '6_Machine Learning/AI', '13_Social Good', '26_Mobile', '10_Communication', '28_Databases', '22_Open Ended', '27_Robotic Process Automation', '23_Beginner Friendly', '19_Education', '24_Quantum', '12_Lifehacks', '4_Gaming', '21_Enterprise', '20_E-commerce/Retail', '14_COVID-19', '2_DevOps', '16_Health', '25_Web']"
Robin Hickman,"['7_IoT', '2_DevOps', '16_Health', '23_Beginner Friendly', '20_E-commerce/Retail', '28_Databases']"
Robert Hanson,"['24_Quantum', '4_Gaming', '13_Social Good', '22_Open Ended', '28_Databases', '6_Machine Learning/AI', '14_COVID-19', '9_Cybersecurity', '3_Fintech', '2_DevOps', '25_Web', '26_Mobile', '7_IoT', '19_Education', '1_Blockchain', '18_Design', '12_Lifehacks', '10_Communication', '11_Productivity', '21_Enterprise', '16_Health', '8_Voice skills', '15_Music/Art', '27_Robotic Process Automation', '17_Low/No Code']"
Alyssa Wilkins,"['6_Machine Learning/AI', '2_DevOps', '9_Cybersecurity', '20_E-commerce/Retail', '15_Music/Art', '3_Fintech', '7_IoT', '12_Lifehacks', '17_Low/No Code', '23_Beginner Friendly', '22_Open Ended', '26_Mobile', '18_Design', '21_Enterprise', '16_Health', '25_Web', '1_Blockchain']"
Cynthia Morris,"['1_Blockchain', '10_Communication', '4_Gaming', '28_Databases', '3_Fintech', '14_COVID-19', '5_AR/VR', '6_Machine Learning/AI', '26_Mobile', '19_Education', '13_Social Good', '18_Design', '25_Web', '22_Open Ended', '9_Cybersecurity']"
Alexis Rogers,"['12_Lifehacks', '10_Communication', '2_DevOps', '5_AR/VR', '28_Databases', '16_Health', '7_IoT', '1_Blockchain', '14_COVID-19', '18_Design', '9_Cybersecurity', '19_Education', '27_Robotic Process Automation', '17_Low/No Code', '25_Web', '22_Open Ended', '21_Enterprise']"
Juan Jenkins,"['16_Health', '2_DevOps', '27_Robotic Process Automation', '9_Cybersecurity', '17_Low/No Code', '4_Gaming', '25_Web', '12_Lifehacks', '13_Social Good', '21_Enterprise', '28_Databases', '18_Design', '11_Productivity', '22_Open Ended', '6_Machine Learning/AI', '19_Education', '5_AR/VR', '20_E-commerce/Retail', '1_Blockchain', '3_Fintech']"
Alexis Mills,"['10_Communication', '9_Cybersecurity', '8_Voice skills', '3_Fintech', '28_Databases', '4_Gaming', '11_Productivity', '20_E-commerce/Retail', '14_COVID-19', '23_Beginner Friendly', '5_AR/VR', '2_DevOps', '17_Low/No Code', '15_Music/Art', '22_Open Ended', '25_Web', '21_Enterprise', '19_Education', '13_Social Good', '6_Machine Learning/AI', '26_Mobile', '24_Quantum']"
